iter	Passed	Remaining
402	10320	40896
403	10343	40861
404	10371	40845
405	10397	40820
406	10422	40793
407	10447	40766
408	10471	40734
409	10496	40706
410	10520	40672
411	10544	40640
412	10568	40611
413	10594	40585
414	10617	40550
415	10641	40518
416	10664	40484
417	10686	40446
418	10709	40409
419	10734	40380
420	10758	40352
421	10785	40330
422	10812	40310
423	10835	40276
424	10860	40248
425	10884	40216
426	10908	40185
427	10932	40154
428	10956	40122
429	10979	40087
430	11002	40053
431	11027	40026
432	11052	39997
433	11077	39970
434	11102	39943
435	11127	39915
436	11150	39883
437	11176	39857
438	11199	39823
439	11224	39796
440	11250	39771
441	11273	39737
442	11296	39702
443	11319	39668
444	11342	39636
445	11366	39605
446	11389	39571
447	11413	39538
448	11437	39508
449	11461	39479
450	11486	39450
451	11513	39429
452	11537	39402
453	11563	39376
454	11585	39341
455	11609	39308
456	11633	39279
457	11657	39247
458	11682	39223
459	11707	39193
460	11730	39161
461	11755	39133
462	11777	39097
463	11800	39062
464	11824	39034
465	11847	39001
466	11872	38971
467	11897	38947
468	11921	38916
469	11943	38880
470	11969	38856
471	11994	38828
472	12017	38797
473	12042	38770
474	12068	38746
475	12091	38714
476	12116	38686
477	12140	38656
478	12163	38623
479	12186	38589
480	12209	38558
481	12233	38528
482	12257	38497
483	12281	38467
484	12302	38429
485	12328	38405
486	12353	38378
487	12377	38350
488	12400	38317
489	12422	38282
490	12446	38252
491	12470	38223
492	12493	38190
493	12517	38159
494	12543	38136
495	12566	38105
496	12591	38078
497	12613	38043
498	12637	38014
499	12661	37985
500	12687	37960
501	12710	37929
502	12735	37903
503	12762	37881
504	12787	37854
505	12810	37825
506	12835	37796
507	12858	37764
508	12881	37734
509	12904	37702
510	12927	37668
511	12952	37643
512	12976	37615
513	13002	37590
514	13027	37563
515	13056	37549
516	13080	37522
517	13105	37494
518	13131	37470
519	13156	37446
520	13190	37444
521	13217	37425
522	13243	37399
523	13267	37371
524	13293	37347
525	13316	37317
526	13340	37288
527	13366	37263
528	13390	37235
529	13416	37210
530	13439	37178
531	13463	37151
532	13487	37123
533	13512	37095
534	13535	37065
535	13559	37036
536	13585	37011
537	13611	36988
538	13636	36963
539	13660	36932
540	13684	36904
541	13709	36879
542	13732	36847
543	13756	36819
544	13781	36791
545	13806	36765
546	13830	36737
547	13853	36707
548	13876	36675
549	13900	36647
550	13924	36617
551	13948	36590
552	13971	36558
553	13993	36524
554	14015	36489
555	14040	36465
556	14066	36440
557	14090	36413
558	14114	36383
559	14135	36349
560	14157	36315
561	14180	36282
562	14203	36253
563	14227	36225
564	14252	36198
565	14277	36172
566	14301	36144
567	14324	36113
568	14349	36087
569	14372	36056
570	14395	36026
571	14418	35995
572	14443	35969
573	14469	35946
574	14492	35916
575	14515	35885
576	14539	35856
577	14562	35827
578	14587	35799
579	14611	35772
580	14634	35742
581	14658	35713
582	14683	35689
583	14709	35665
584	14734	35640
585	14758	35610
586	14782	35583
587	14805	35552
588	14828	35523
589	14853	35497
590	14876	35468
591	14900	35439
592	14925	35413
593	14948	35382
594	14971	35352
595	14994	35323
596	15016	35290
597	15039	35260
598	15063	35232
599	15088	35207
600	15112	35179
601	15137	35152
602	15162	35128
603	15186	35100
604	15209	35070
605	15233	35041
606	15256	35013
607	15280	34984
608	15305	34958
609	15330	34934
610	15354	34905
611	15379	34879
612	15403	34851
613	15427	34824
614	15452	34800
615	15476	34772
616	15500	34744
617	15524	34717
618	15551	34695
619	15576	34669
620	15599	34641
621	15623	34613
622	15646	34583
623	15669	34553
624	15694	34528
625	15719	34501
626	15741	34470
627	15767	34446
628	15790	34418
629	15814	34389
630	15837	34361
631	15870	34352
632	15895	34326
633	15919	34299
634	15942	34271
635	15968	34246
636	15993	34222
637	16019	34197
638	16041	34167
639	16065	34139
640	16088	34109
641	16111	34079
642	16135	34052
643	16158	34023
644	16181	33994
645	16207	33970
646	16233	33946
647	16258	33923
648	16282	33895
649	16305	33866
650	16330	33839
651	16353	33810
652	16377	33783
653	16401	33755
654	16427	33733
655	16452	33708
656	16476	33680
657	16499	33650
658	16522	33620
659	16549	33599
660	16574	33574
661	16599	33550
662	16626	33528
663	16656	33514
664	16692	33510
665	16723	33497
666	16748	33472
667	16772	33444
668	16796	33417
669	16821	33391
670	16848	33370
671	16876	33350
672	16901	33326
673	16927	33302
674	16952	33277
675	16976	33250
676	17005	33231
677	17033	33211
678	17060	33190
679	17087	33169
680	17115	33150
681	17142	33128
682	17168	33105
683	17194	33082
684	17220	33057
685	17245	33033
686	17270	33008
687	17294	32980
688	17318	32953
689	17342	32925
690	17365	32896
691	17388	32866
692	17411	32838
693	17434	32809
694	17457	32779
695	17479	32748
696	17503	32721
697	17530	32699
698	17554	32673
699	17579	32647
700	17603	32620
701	17628	32594
702	17650	32564
703	17675	32539
704	17700	32513
705	17726	32490
706	17752	32467
707	17776	32439
708	17799	32409
709	17825	32387
710	17848	32358
711	17871	32328
712	17894	32301
713	17921	32279
714	17946	32252
715	17969	32224
716	17990	32192
717	18014	32164
718	18040	32142
719	18065	32116
720	18088	32086
721	18110	32057
722	18133	32028
723	18158	32003
724	18183	31977
725	18206	31948
726	18229	31920
727	18252	31891
728	18275	31863
729	18298	31835
730	18322	31807
731	18345	31779
732	18370	31754
733	18396	31730
734	18421	31704
735	18446	31679
736	18469	31652
737	18495	31627
738	18519	31601
739	18543	31574
740	18568	31549
741	18594	31524
742	18617	31497
743	18643	31472
744	18667	31447
745	18691	31419
746	18715	31393
747	18739	31365
748	18762	31337
749	18786	31311
750	18809	31283
751	18834	31256
752	18858	31229
753	18881	31202
754	18906	31177
755	18931	31151
756	18954	31124
757	18978	31097
758	19004	31073
759	19030	31049
760	19053	31021
761	19076	30993
762	19100	30966
763	19124	30939
764	19149	30914
765	19175	30891
766	19200	30865
767	19222	30836
768	19249	30813
769	19275	30790
770	19298	30762
771	19322	30736
772	19346	30709
773	19370	30681
774	19395	30657
775	19420	30632
776	19443	30604
777	19468	30579
778	19494	30554
779	19517	30526
780	19541	30500
781	19564	30472
782	19589	30447
783	19612	30418
784	19635	30391
785	19659	30365
786	19684	30339
787	19707	30312
788	19730	30283
789	19752	30253
790	19775	30226
791	19797	30196
792	19821	30168
793	19843	30140
794	19867	30113
795	19892	30089
796	19917	30063
797	19940	30035
798	19963	30007
799	19986	29979
800	20009	29952
801	20034	29926
802	20058	29900
803	20083	29874
804	20108	29850
805	20134	29826
806	20158	29800
807	20181	29773
808	20206	29747
809	20230	29720
810	20252	29692
811	20278	29668
812	20302	29641
813	20327	29617
814	20352	29591
815	20377	29567
816	20401	29540
817	20424	29512
818	20446	29484
819	20470	29458
820	20496	29433
821	20520	29408
822	20546	29384
823	20570	29358
824	20594	29332
825	20620	29307
826	20644	29281
827	20666	29252
828	20690	29226
829	20714	29200
830	20740	29177
831	20765	29152
832	20790	29126
833	20813	29099
834	20840	29077
835	20863	29049
836	20888	29024
837	20913	28998
838	20936	28972
839	20961	28947
840	20987	28922
841	21011	28896
842	21035	28870
843	21057	28842
844	21082	28816
845	21106	28790
846	21132	28766
847	21155	28739
848	21179	28713
849	21204	28687
850	21228	28662
851	21252	28636
852	21276	28610
853	21299	28581
854	21322	28554
855	21345	28527
856	21368	28499
857	21390	28470
858	21414	28444
859	21436	28415
860	21460	28390
861	21482	28361
862	21505	28333
863	21529	28306
864	21553	28280
865	21576	28253
866	21600	28227
867	21623	28199
868	21648	28175
869	21671	28148
870	21694	28121
871	21716	28092
872	21738	28063
873	21760	28035
874	21783	28007
875	21807	27980
876	21830	27953
877	21855	27928
878	21878	27902
879	21900	27873
880	21923	27845
881	21946	27818
882	21968	27790
883	21990	27762
884	22011	27731
885	22033	27703
886	22056	27676
887	22081	27651
888	22106	27626
889	22129	27599
890	22153	27573
891	22175	27545
892	22197	27516
893	22219	27489
894	22243	27462
895	22267	27436
896	22293	27412
897	22315	27384
898	22338	27357
899	22360	27329
900	22385	27305
901	22409	27278
902	22430	27248
903	22453	27222
904	22475	27194
905	22500	27169
906	22525	27144
907	22548	27117
908	22572	27092
909	22596	27065
910	22621	27041
911	22645	27016
912	22668	26988
913	22692	26963
914	22717	26938
915	22741	26912
916	22766	26888
917	22791	26862
918	22815	26836
919	22838	26809
920	22862	26784
921	22887	26759
922	22911	26734
923	22938	26711
924	22963	26687
925	22990	26664
926	23015	26640
927	23042	26617
928	23068	26595
929	23092	26569
930	23116	26542
931	23138	26514
932	23161	26487
933	23185	26461
934	23206	26432
935	23229	26406
936	23251	26378
937	23273	26350
938	23295	26321
939	23316	26292
940	23338	26265
941	23361	26238
942	23384	26211
943	23406	26183
944	23430	26158
945	23454	26132
946	23476	26103
947	23498	26076
948	23521	26050
949	23544	26023
950	23569	25998
951	23592	25971
952	23614	25943
953	23636	25916
954	23658	25888
955	23679	25859
956	23702	25832
957	23724	25804
958	23747	25778
959	23772	25753
960	23794	25726
961	23817	25699
962	23840	25672
963	23862	25645
964	23885	25617
965	23905	25588
966	23929	25562
967	23951	25534
968	23972	25506
969	23995	25479
970	24019	25453
971	24041	25426
972	24066	25401
973	24088	25374
974	24111	25348
975	24132	25319
976	24156	25293
977	24179	25267
978	24201	25240
979	24224	25213
980	24248	25187
981	24271	25161
982	24294	25135
983	24318	25108
984	24339	25080
985	24362	25054
986	24385	25027
987	24409	25002
988	24432	24975
989	24455	24949
990	24476	24921
991	24498	24893
992	24521	24867
993	24545	24842
994	24568	24815
995	24591	24788
996	24611	24759
997	24633	24732
998	24656	24705
999	24678	24678
1000	24702	24652
1001	24723	24624
1002	24744	24596
1003	24766	24568
1004	24789	24542
1005	24811	24515
1006	24834	24489
1007	24858	24463
1008	24883	24439
1009	24905	24412
1010	24927	24385
1011	24951	24359
1012	24972	24331
1013	24996	24305
1014	25019	24280
1015	25043	24254
1016	25067	24229
1017	25100	24212
1018	25125	24188
1019	25150	24164
1020	25176	24140
1021	25199	24115
1022	25224	24090
1023	25247	24064
1024	25273	24040
1025	25295	24013
1026	25318	23987
1027	25340	23959
1028	25363	23933
1029	25386	23907
1030	25408	23880
1031	25430	23853
1032	25453	23827
1033	25476	23801
1034	25499	23775
1035	25525	23751
1036	25548	23725
1037	25581	23708
1038	25602	23680
1039	25622	23651
1040	25645	23625
1041	25667	23598
1042	25691	23572
1043	25712	23545
1044	25734	23518
1045	25756	23491
1046	25777	23463
1047	25800	23436
1048	25822	23409
1049	25843	23382
1050	25865	23355
1051	25887	23328
1052	25909	23301
1053	25933	23275
1054	25956	23250
1055	25979	23224
1056	26001	23197
1057	26024	23171
1058	26048	23145
1059	26070	23119
1060	26092	23092
1061	26115	23066
1062	26139	23041
1063	26163	23015
1064	26185	22989
1065	26207	22962
1066	26232	22937
1067	26255	22912
1068	26276	22884
1069	26299	22858
1070	26323	22833
1071	26347	22808
1072	26371	22783
1073	26395	22758
1074	26417	22731
1075	26441	22705
1076	26468	22683
1077	26501	22666
1078	26528	22643
1079	26551	22617
1080	26573	22591
1081	26596	22565
1082	26621	22540
1083	26644	22514
1084	26667	22488
1085	26690	22463
1086	26713	22437
1087	26736	22411
1088	26756	22382
1089	26779	22357
1090	26802	22331
1091	26826	22305
1092	26848	22279
1093	26870	22252
1094	26892	22226
1095	26914	22199
1096	26937	22173
1097	26959	22147
1098	26982	22121
1099	27005	22095
1100	27028	22069
1101	27052	22044
1102	27073	22016
1103	27094	21990
1104	27117	21963
1105	27140	21938
1106	27162	21911
1107	27183	21884
1108	27206	21858
1109	27230	21833
1110	27253	21807
1111	27277	21783
1112	27299	21756
1113	27323	21731
1114	27347	21706
1115	27369	21680
1116	27393	21654
1117	27415	21628
1118	27437	21601
1119	27460	21576
1120	27483	21550
1121	27507	21525
1122	27529	21499
1123	27551	21472
1124	27573	21445
1125	27595	21419
1126	27618	21393
1127	27642	21368
1128	27666	21344
1129	27691	21319
1130	27713	21293
1131	27736	21267
1132	27757	21240
1133	27779	21214
1134	27803	21189
1135	27825	21163
1136	27848	21137
1137	27871	21111
1138	27895	21087
1139	27919	21061
1140	27942	21036
1141	27964	21010
1142	27985	20982
1143	28007	20956
1144	28029	20930
1145	28051	20903
1146	28073	20877
1147	28096	20852
1148	28120	20827
1149	28143	20802
1150	28166	20776
1151	28187	20749
1152	28209	20722
1153	28231	20696
1154	28253	20670
1155	28275	20644
1156	28297	20618
1157	28321	20592
1158	28344	20567
1159	28367	20542
1160	28391	20517
1161	28412	20490
1162	28435	20464
1163	28457	20438
1164	28480	20412
1165	28504	20388
1166	28528	20363
1167	28554	20340
1168	28579	20316
1169	28603	20291
1170	28627	20266
1171	28651	20241
1172	28675	20217
1173	28699	20192
1174	28722	20167
1175	28745	20141
1176	28766	20114
1177	28789	20089
1178	28812	20063
1179	28835	20038
1180	28857	20011
1181	28879	19985
1182	28901	19959
1183	28923	19933
1184	28945	19907
1185	28966	19881
1186	28992	19857
1187	29015	19831
1188	29038	19806
1189	29061	19781
1190	29083	19755
1191	29106	19729
1192	29128	19704
1193	29150	19678
1194	29174	19652
1195	29199	19629
1196	29222	19603
1197	29245	19578
1198	29270	19554
1199	29294	19529
1200	29319	19505
1201	29345	19482
1202	29370	19458
1203	29397	19435
1204	29422	19411
1205	29447	19387
1206	29474	19364
1207	29500	19341
1208	29527	19318
1209	29551	19293
1210	29576	19270
1211	29602	19246
1212	29628	19222
1213	29652	19198
1214	29677	19174
1215	29700	19148
1216	29724	19124
1217	29747	19098
1218	29770	19073
1219	29793	19048
1220	29814	19021
1221	29836	18995
1222	29858	18970
1223	29882	18945
1224	29906	18920
1225	29927	18893
1226	29950	18868
1227	29974	18843
1228	29997	18818
1229	30020	18793
1230	30042	18767
1231	30065	18742
1232	30089	18717
1233	30111	18691
1234	30133	18665
1235	30155	18639
1236	30177	18613
1237	30201	18589
1238	30223	18563
1239	30246	18537
1240	30269	18512
1241	30292	18487
1242	30317	18463
1243	30339	18438
1244	30362	18412
1245	30383	18386
1246	30407	18361
1247	30430	18336
1248	30452	18310
1249	30476	18285
1250	30498	18260
1251	30523	18236
1252	30547	18211
1253	30570	18186
1254	30593	18161
1255	30618	18137
1256	30642	18112
1257	30666	18087
1258	30689	18062
1259	30712	18037
1260	30734	18011
1261	30757	17986
1262	30780	17961
1263	30809	17939
1264	30835	17916
1265	30862	17893
1266	30888	17870
1267	30914	17846
1268	30945	17825
1269	30973	17803
1270	30999	17780
1271	31023	17755
1272	31046	17730
1273	31069	17705
1274	31093	17680
1275	31116	17655
1276	31137	17629
1277	31160	17603
1278	31184	17579
1279	31207	17554
1280	31230	17529
1281	31253	17504
1282	31275	17478
1283	31302	17455
1284	31326	17430
1285	31350	17405
1286	31375	17382
1287	31400	17357
1288	31423	17332
1289	31447	17308
1290	31471	17283
1291	31493	17258
1292	31517	17233
1293	31541	17208
1294	31562	17182
1295	31584	17157
1296	31608	17132
1297	31633	17108
1298	31658	17084
1299	31679	17058
1300	31702	17033
1301	31725	17008
1302	31748	16982
1303	31770	16957
1304	31792	16931
1305	31816	16907
1306	31840	16882
1307	31864	16858
1308	31886	16832
1309	31908	16806
1310	31931	16781
1311	31954	16756
1312	31976	16730
1313	32001	16707
1314	32023	16681
1315	32046	16656
1316	32069	16631
1317	32094	16607
1318	32117	16582
1319	32139	16556
1320	32161	16531
1321	32183	16505
1322	32206	16480
1323	32228	16455
1324	32250	16429
1325	32273	16404
1326	32298	16380
1327	32321	16355
1328	32344	16330
1329	32366	16305
1330	32388	16279
1331	32412	16254
1332	32434	16229
1333	32457	16204
1334	32479	16179
1335	32503	16154
1336	32526	16129
1337	32549	16104
1338	32573	16079
1339	32597	16055
1340	32619	16029
1341	32642	16004
1342	32664	15979
1343	32687	15954
1344	32711	15930
1345	32736	15905
1346	32758	15880
1347	32780	15855
1348	32802	15829
1349	32825	15805
1350	32847	15779
1351	32870	15754
1352	32891	15728
1353	32912	15702
1354	32934	15677
1355	32958	15652
1356	32979	15626
1357	33003	15602
1358	33026	15577
1359	33048	15552
1360	33070	15526
1361	33092	15501
1362	33114	15475
1363	33135	15450
1364	33159	15425
1365	33181	15400
1366	33202	15374
1367	33224	15349
1368	33246	15323
1369	33268	15298
1370	33289	15272
1371	33311	15247
1372	33335	15222
1373	33359	15198
1374	33382	15173
1375	33405	15149
1376	33427	15123
1377	33450	15098
1378	33473	15074
1379	33496	15049
1380	33518	15024
1381	33540	14998
1382	33562	14973
1383	33592	14951
1384	33615	14926
1385	33638	14901
1386	33661	14876
1387	33683	14851
1388	33704	14826
1389	33726	14800
1390	33747	14775
1391	33770	14750
1392	33795	14726
1393	33816	14700
1394	33838	14675
1395	33860	14650
1396	33883	14625
1397	33906	14600
1398	33927	14574
1399	33949	14549
1400	33971	14524
1401	33994	14499
1402	34016	14474
1403	34051	14455
1404	34072	14429
1405	34092	14403
1406	34112	14377
1407	34134	14351
1408	34156	14326
1409	34177	14301
1410	34198	14275
1411	34223	14251
1412	34245	14226
1413	34267	14201
1414	34288	14175
1415	34311	14151
1416	34332	14125
1417	34353	14100
1418	34375	14074
1419	34398	14050
1420	34422	14025
1421	34447	14002
1422	34471	13977
1423	34494	13952
1424	34515	13927
1425	34538	13902
1426	34561	13877
1427	34584	13853
1428	34607	13828
1429	34628	13803
1430	34650	13777
1431	34673	13753
1432	34696	13728
1433	34720	13703
1434	34742	13679
1435	34763	13653
1436	34785	13628
1437	34807	13603
1438	34829	13578
1439	34853	13553
1440	34876	13529
1441	34899	13504
1442	34921	13479
1443	34944	13454
1444	34965	13429
1445	34988	13404
1446	35009	13379
1447	35031	13354
1448	35053	13329
1449	35076	13304
1450	35099	13280
1451	35123	13256
1452	35147	13231
1453	35169	13206
1454	35191	13181
1455	35213	13156
1456	35235	13131
1457	35259	13107
1458	35281	13082
1459	35303	13057
1460	35325	13032
1461	35347	13007
1462	35372	12983
1463	35395	12959
1464	35419	12934
1465	35442	12910
1466	35469	12886
1467	35491	12861
1468	35514	12837
1469	35537	12812
1470	35560	12788
1471	35583	12763
1472	35605	12738
1473	35627	12713
1474	35649	12688
1475	35671	12663
1476	35692	12638
1477	35715	12613
1478	35738	12589
1479	35761	12564
1480	35783	12539
1481	35804	12514
1482	35828	12490
1483	35850	12465
1484	35872	12440
1485	35895	12415
1486	35917	12391
1487	35941	12366
1488	35964	12342
1489	35988	12318
1490	36011	12293
1491	36032	12268
1492	36055	12243
1493	36077	12219
1494	36099	12194
1495	36122	12169
1496	36144	12144
1497	36169	12120
1498	36189	12095
1499	36212	12070
1500	36236	12046
1501	36257	12021
1502	36278	11996
1503	36300	11971
1504	36322	11946
1505	36345	11922
1506	36374	11899
1507	36410	11879
1508	36437	11856
1509	36460	11831
1510	36482	11806
1511	36504	11781
1512	36528	11757
1513	36550	11732
1514	36574	11708
1515	36597	11684
1516	36619	11659
1517	36640	11634
1518	36662	11609
1519	36686	11585
1520	36709	11560
1521	36731	11535
1522	36755	11511
1523	36778	11487
1524	36800	11462
1525	36824	11438
1526	36846	11413
1527	36868	11388
1528	36890	11363
1529	36913	11339
1530	36935	11314
1531	36958	11290
1532	36981	11265
1533	37003	11240
1534	37026	11216
1535	37047	11191
1536	37070	11166
1537	37092	11142
1538	37113	11117
1539	37135	11092
1540	37157	11067
1541	37178	11042
1542	37200	11017
1543	37224	10993
1544	37247	10969
1545	37270	10944
1546	37291	10919
1547	37315	10895
1548	37336	10870
1549	37357	10845
1550	37380	10821
1551	37402	10796
1552	37423	10771
1553	37446	10747
1554	37468	10722
1555	37491	10698
1556	37514	10673
1557	37535	10648
1558	37557	10624
1559	37579	10599
1560	37600	10574
1561	37622	10549
1562	37645	10525
1563	37669	10501
1564	37692	10476
1565	37714	10452
1566	37736	10427
1567	37758	10402
1568	37780	10378
1569	37802	10353
1570	37823	10328
1571	37846	10304
1572	37870	10280
1573	37892	10255
1574	37914	10230
1575	37936	10206
1576	37958	10181
1577	37979	10156
1578	38000	10131
1579	38022	10107
1580	38044	10082
1581	38068	10058
1582	38092	10034
1583	38114	10009
1584	38136	9985
1585	38159	9961
1586	38183	9936
1587	38205	9912
1588	38227	9887
1589	38250	9863
1590	38273	9839
1591	38297	9814
1592	38320	9790
1593	38345	9766
1594	38368	9742
1595	38391	9718
1596	38414	9693
1597	38437	9669
1598	38461	9645
1599	38485	9621
1600	38507	9596
1601	38530	9572
1602	38554	9548
1603	38577	9524
1604	38600	9499
1605	38623	9475
1606	38644	9450
1607	38668	9426
1608	38691	9402
1609	38714	9377
1610	38737	9353
1611	38760	9329
1612	38783	9305
1613	38805	9280
1614	38827	9256
1615	38849	9231
1616	38871	9207
1617	38894	9182
1618	38916	9158
1619	38939	9134
1620	38963	9109
1621	38985	9085
1622	39006	9060
1623	39028	9036
1624	39051	9011
1625	39074	8987
1626	39096	8963
1627	39119	8938
1628	39140	8914
1629	39162	8889
1630	39186	8865
1631	39209	8841
1632	39233	8817
1633	39255	8792
1634	39276	8768
1635	39300	8744
1636	39323	8719
1637	39346	8695
1638	39369	8671
1639	39391	8646
1640	39416	8623
1641	39439	8598
1642	39463	8574
1643	39486	8550
1644	39510	8526
1645	39531	8501
1646	39553	8477
1647	39576	8453
1648	39600	8429
1649	39623	8405
1650	39645	8380
1651	39667	8356
1652	39689	8331
1653	39711	8307
1654	39734	8282
1655	39756	8258
1656	39778	8234
1657	39801	8209
1658	39824	8185
1659	39846	8161
1660	39869	8137
1661	39892	8112
1662	39914	8088
1663	39937	8064
1664	39959	8039
