iter	Logloss
1512	0.1887448416
1513	0.1887239623
1514	0.1887039626
1515	0.1886840632
1516	0.188663437
1517	0.1886508783
1518	0.1886390059
1519	0.1886248017
1520	0.1886118875
1521	0.1885916471
1522	0.188569089
1523	0.1885474923
1524	0.1885344266
1525	0.1885157662
1526	0.1885025084
1527	0.188486777
1528	0.1884674622
1529	0.1884433988
1530	0.1884244187
1531	0.1884028311
1532	0.1883814035
1533	0.1883635186
1534	0.1883406916
1535	0.188320467
1536	0.1883007539
1537	0.1882786947
1538	0.1882616479
1539	0.1882415881
1540	0.1882253974
1541	0.1882075349
1542	0.188192341
1543	0.1881669566
1544	0.1881473615
1545	0.1881299527
1546	0.1881122458
1547	0.1880878199
1548	0.1880754311
1549	0.1880623789
1550	0.1880348199
1551	0.1880171102
1552	0.1880002751
1553	0.1879815971
1554	0.1879608409
1555	0.1879407948
1556	0.1879234593
1557	0.1879051176
1558	0.1878790267
1559	0.1878618141
1560	0.1878475225
1561	0.1878257776
1562	0.1878047065
1563	0.1877864409
1564	0.1877617724
1565	0.1877454349
1566	0.1877256242
1567	0.1877009435
1568	0.1876584835
1569	0.1876468184
1570	0.1876311485
1571	0.1876050077
1572	0.1875863079
1573	0.1875724065
1574	0.1875393647
1575	0.1875166893
1576	0.1874986545
1577	0.1874773985
1578	0.1874582495
1579	0.1874322965
1580	0.187407685
1581	0.1873882957
1582	0.187368422
1583	0.1873502949
1584	0.1873347654
1585	0.187319384
1586	0.1873019459
1587	0.187282046
1588	0.1872624017
1589	0.1872423646
1590	0.1872153188
1591	0.187201709
1592	0.1871835475
1593	0.1871659034
1594	0.1871467759
1595	0.1871252056
1596	0.1871048997
1597	0.1870819386
1598	0.1870633644
1599	0.1870462604
1600	0.1870255827
1601	0.1870037454
1602	0.1869797825
1603	0.1869712762
1604	0.1869525295
1605	0.1869259921
1606	0.1869132541
1607	0.1868919549
1608	0.1868666538
1609	0.1868497364
1610	0.186835126
1611	0.1868137368
1612	0.1867943507
1613	0.18676764
1614	0.1867548509
1615	0.186735243
1616	0.1867191383
1617	0.1866946043
1618	0.1866772394
1619	0.186660174
1620	0.1866399298
1621	0.1866261544
1622	0.1866135746
1623	0.1865903737
1624	0.1865660062
1625	0.1865454472
1626	0.1865272183
1627	0.1865000282
1628	0.1864838289
1629	0.1864727162
1630	0.1864567017
1631	0.1864376982
1632	0.1864118273
1633	0.1863966498
1634	0.1863782547
1635	0.1863624364
1636	0.1863416901
1637	0.186319672
1638	0.1863050509
1639	0.1862839624
1640	0.1862652437
1641	0.1862413473
1642	0.1862240147
1643	0.1862040681
1644	0.1861723718
1645	0.1861623592
1646	0.1861432094
1647	0.1861246605
1648	0.1860749844
1649	0.1860489173
1650	0.1860326062
1651	0.1860163012
1652	0.1859950318
1653	0.1859726694
1654	0.1859522195
1655	0.185936556
1656	0.1859190466
1657	0.1858984161
1658	0.1858805492
1659	0.1858548104
1660	0.1858400221
1661	0.1858161709
1662	0.1858014848
1663	0.1857776258
1664	0.1857617141
1665	0.1857483989
1666	0.1857323673
1667	0.1857078287
1668	0.1856857486
1669	0.1856677577
1670	0.1856495929
1671	0.1856387006
1672	0.1856211106
1673	0.1856092044
1674	0.1855904035
1675	0.1855740786
1676	0.1855480903
1677	0.1855312687
1678	0.1855229761
1679	0.1855040936
1680	0.185492193
1681	0.1854771049
1682	0.1854587436
1683	0.185442215
1684	0.1854203997
1685	0.1854039089
1686	0.1853856254
1687	0.1853695596
1688	0.1853467491
1689	0.185327575
1690	0.1853115081
1691	0.1852941524
1692	0.1852705125
1693	0.1852539815
1694	0.1852371806
1695	0.1852218406
1696	0.1852082945
1697	0.185191437
1698	0.1851663573
1699	0.185152517
1700	0.1851366327
1701	0.1851113307
1702	0.1850932836
1703	0.185073486
1704	0.1850613354
1705	0.1850442731
1706	0.1850318865
1707	0.1850106869
1708	0.1849902206
1709	0.1849678063
1710	0.1849456872
1711	0.1849336679
1712	0.184912084
1713	0.1848891999
1714	0.1848602825
1715	0.1848364886
1716	0.1848207691
1717	0.1848111577
1718	0.1847926336
1719	0.1847796878
1720	0.184761456
1721	0.1847435706
1722	0.1847182159
1723	0.1846952959
1724	0.1846731063
1725	0.1846539422
1726	0.1846108739
1727	0.1845972181
1728	0.184576685
1729	0.1845604694
1730	0.1845452532
1731	0.1845087943
1732	0.1844952262
1733	0.1844762185
1734	0.1844644815
1735	0.1844489616
1736	0.1844292333
1737	0.1844107118
1738	0.1843532415
1739	0.1843250315
1740	0.1843001848
1741	0.1842854909
1742	0.1842726978
1743	0.1842500323
1744	0.1842329137
1745	0.1842145948
1746	0.1841972365
1747	0.1841765971
1748	0.1841633761
1749	0.1841458361
1750	0.1841262356
1751	0.1841075299
1752	0.1840914493
1753	0.1840806821
1754	0.1840694777
1755	0.1840440488
1756	0.1840306359
1757	0.1840076427
1758	0.183989485
1759	0.1839659354
1760	0.1839511196
1761	0.1839337538
1762	0.1839235941
1763	0.1839072095
1764	0.1838864148
1765	0.1838698645
1766	0.1838512966
1767	0.1838301777
1768	0.1838031419
1769	0.1837819786
1770	0.1837642817
1771	0.1837431761
1772	0.1837240142
1773	0.1837124927
1774	0.1836970876
1775	0.1836742073
1776	0.1836626561
1777	0.1836454318
1778	0.1836245448
1779	0.1836117922
1780	0.1835614401
1781	0.1835401735
1782	0.1835190132
1783	0.1834958713
1784	0.1834806975
1785	0.183458531
1786	0.1834433307
1787	0.1834302221
1788	0.1834038872
1789	0.1833857518
1790	0.1833658298
1791	0.1833405422
1792	0.1833254779
1793	0.1833131539
1794	0.1832922192
1795	0.1832782402
1796	0.1832573375
1797	0.1832358552
1798	0.1832236964
1799	0.1832097662
1800	0.1831832224
1801	0.1831631152
1802	0.1831471455
1803	0.1831225987
1804	0.1831005755
1805	0.1830880518
1806	0.1830762031
1807	0.1830599499
1808	0.1830336165
1809	0.1830106561
1810	0.1830001012
1811	0.1829774373
1812	0.1829577719
1813	0.1829403792
1814	0.1829233162
1815	0.1829092366
1816	0.1828902486
1817	0.1828776583
1818	0.182866326
1819	0.1828496946
1820	0.1828279985
1821	0.1828148507
1822	0.1827995625
1823	0.1827849322
1824	0.1827669829
1825	0.1827534438
1826	0.1827392211
1827	0.1827176127
1828	0.1827086476
1829	0.1826800805
1830	0.1826653944
1831	0.1826532472
1832	0.1826383014
1833	0.1826096177
1834	0.1825843358
1835	0.1825633637
1836	0.1825445626
1837	0.1825133235
1838	0.1824956649
1839	0.1824852575
1840	0.1824656504
1841	0.1824511356
1842	0.1824306696
1843	0.1824165364
1844	0.182401131
1845	0.1823797066
1846	0.1823614296
1847	0.1823383501
1848	0.1823213932
1849	0.1823051634
1850	0.182297612
1851	0.1822829312
1852	0.1822645274
1853	0.1822516038
1854	0.1822302365
1855	0.1822123458
1856	0.1821953768
1857	0.182176493
1858	0.1821606962
1859	0.1821424756
1860	0.1821137002
1861	0.1820894297
1862	0.1820752095
1863	0.1820573527
1864	0.1820376713
1865	0.1820294754
1866	0.1820039103
1867	0.1819784659
1868	0.1819596571
1869	0.1819417473
1870	0.1819290604
1871	0.1819098404
1872	0.1818900344
1873	0.1818597862
1874	0.1818415477
1875	0.1818227006
1876	0.1818060898
1877	0.1817949928
1878	0.1817812741
1879	0.1817693117
1880	0.18174412
1881	0.1817249859
1882	0.1817077757
1883	0.1816959783
1884	0.1816781104
1885	0.1816598967
1886	0.1816382924
1887	0.181617867
1888	0.1816052005
1889	0.1815865134
1890	0.1815702712
1891	0.1815593874
1892	0.1815391713
1893	0.1815256805
1894	0.1815041818
1895	0.1814845313
1896	0.1814736191
1897	0.1814565752
1898	0.1814336541
1899	0.1814205229
1900	0.1814077816
1901	0.1813916364
1902	0.1813743564
1903	0.1813465952
1904	0.1813223206
1905	0.1813009852
1906	0.181276683
1907	0.1812612809
1908	0.1812407662
1909	0.1812243183
1910	0.1812076108
1911	0.1811977223
1912	0.1811843136
1913	0.1811694769
1914	0.1811450529
1915	0.1811310464
1916	0.1811180038
1917	0.1810990914
1918	0.1810816604
1919	0.1810596028
1920	0.1810447095
1921	0.1810202375
1922	0.1810064582
1923	0.1809815244
1924	0.1809446467
1925	0.1809234987
1926	0.180905728
1927	0.1808815147
1928	0.1808657814
1929	0.1808529828
1930	0.1808264619
1931	0.1808027421
1932	0.1807849083
1933	0.1807723451
1934	0.1807546125
1935	0.1807365643
1936	0.1807163473
1937	0.1806972782
1938	0.1806796686
1939	0.1806673309
1940	0.1806472461
1941	0.1806222527
1942	0.1806071344
1943	0.1805915171
1944	0.1805793356
1945	0.1805674774
1946	0.1805579797
1947	0.1805376316
1948	0.1805200316
1949	0.1805070651
1950	0.1804856897
1951	0.1804621426
1952	0.1804417464
1953	0.1804299139
1954	0.1804090834
1955	0.1803942979
1956	0.1803454561
1957	0.180325322
1958	0.1802936014
1959	0.1802705645
1960	0.1802471264
1961	0.1802331662
1962	0.1802182242
1963	0.1802029893
1964	0.1801798636
1965	0.1801653907
1966	0.1801498067
1967	0.1801331839
1968	0.1801160962
1969	0.1801036383
1970	0.1800929625
1971	0.1800804373
1972	0.1800675731
1973	0.1800477313
1974	0.1800340892
1975	0.1800145723
1976	0.1799985344
1977	0.1799843839
1978	0.1799576948
1979	0.1799477617
1980	0.179930419
1981	0.1799122886
1982	0.179897142
1983	0.1798903118
1984	0.1798687881
1985	0.1798536138
1986	0.1798320212
1987	0.1798128772
1988	0.1798046563
1989	0.1797858272
1990	0.1797679821
1991	0.1797523648
1992	0.1797373694
1993	0.1797237756
1994	0.1797050102
1995	0.1796811285
1996	0.1796662116
1997	0.1796496702
1998	0.1796361009
1999	0.1796196587
