iter	Logloss
433	0.2232953906
434	0.2232401985
435	0.2231932075
436	0.2231554637
437	0.2230930545
438	0.2230095187
439	0.2229512076
440	0.2228968711
441	0.2228477981
442	0.2227915489
443	0.2227514484
444	0.2227153856
445	0.2226473816
446	0.2225600832
447	0.2225099704
448	0.222456021
449	0.2224227789
450	0.2223297153
451	0.2222914208
452	0.2222392131
453	0.2220639594
454	0.2220297425
455	0.2219687676
456	0.2219260164
457	0.2218881028
458	0.2217674215
459	0.2216511009
460	0.221583027
461	0.2215415239
462	0.2215075882
463	0.2214739383
464	0.22141991
465	0.2213882236
466	0.2213491729
467	0.2213166542
468	0.2212048831
469	0.221166252
470	0.2210963565
471	0.2209977778
472	0.2209542409
473	0.2209079243
474	0.2205785182
475	0.2205274887
476	0.2204827909
477	0.2204285847
478	0.2203907941
479	0.22035579
480	0.2203022044
481	0.2202612972
482	0.2202255664
483	0.2201745016
484	0.220124358
485	0.2200613396
486	0.2200044309
487	0.2199702261
488	0.2199431483
489	0.2198915753
490	0.2197830294
491	0.2197218097
492	0.2196747426
493	0.2196376056
494	0.2193819576
495	0.2193455801
496	0.2192052213
497	0.2191539869
498	0.2191195971
499	0.2190809344
500	0.2189727092
501	0.2189182487
502	0.218857303
503	0.2188101523
504	0.2187704117
505	0.2187223953
506	0.2186863274
507	0.218646676
508	0.2185746841
509	0.2185447193
510	0.2185028509
511	0.218303152
512	0.218267065
513	0.2182327114
514	0.2181894043
515	0.2181600899
516	0.2181017448
517	0.2180772224
518	0.2180321059
519	0.2177548374
520	0.2177059481
521	0.2176696954
522	0.2175620744
523	0.2175193383
524	0.2174635814
525	0.2174312903
526	0.2173619171
527	0.2173213067
528	0.2172861381
529	0.2172284982
530	0.2171999298
531	0.2171477221
532	0.2170967125
533	0.2170588314
534	0.217020708
535	0.2169846757
536	0.2169476796
537	0.2168948841
538	0.2168346547
539	0.216798545
540	0.2167471066
541	0.2166507766
542	0.2166253694
543	0.2165752217
544	0.2165176752
545	0.2164884275
546	0.2164517739
547	0.2163974557
548	0.2163656927
549	0.21632866
550	0.2162792164
551	0.2162447798
552	0.2162046158
553	0.216172674
554	0.2161329417
555	0.2160882448
556	0.216040059
557	0.2160085001
558	0.2159749999
559	0.2159235489
560	0.2158987425
561	0.2158625738
562	0.2158290226
563	0.2157872448
564	0.2157556943
565	0.2157145225
566	0.2156040313
567	0.215564002
568	0.2155379118
569	0.2155066154
570	0.2154683781
571	0.2154327915
572	0.2153886254
573	0.2153360208
574	0.2153079138
575	0.2152696425
576	0.2152379109
577	0.2151826703
578	0.2151405122
579	0.2150935593
580	0.2150547332
581	0.21502404
582	0.2149746439
583	0.2149348268
584	0.2148999646
585	0.214835524
586	0.2147193856
587	0.2146335096
588	0.214596042
589	0.2145564956
590	0.2145253927
591	0.214493115
592	0.214453195
593	0.2144186881
594	0.214391437
595	0.2143499966
596	0.2143069826
597	0.2142687145
598	0.2142229868
599	0.2141718887
600	0.2141394586
601	0.2140991595
602	0.2140617975
603	0.2140246242
604	0.2140027002
605	0.2139670103
606	0.213931719
607	0.2139055895
608	0.2138769634
609	0.2138378835
610	0.2138016904
611	0.2137577464
612	0.2137231626
613	0.2135977638
614	0.2135576278
615	0.2134758063
616	0.2134404036
617	0.2134054726
618	0.2133298919
619	0.2132963164
620	0.2132588454
621	0.2132215671
622	0.2131860971
623	0.2131493635
624	0.2131024309
625	0.2130698821
626	0.2130362267
627	0.2129824908
628	0.2129556106
629	0.212919078
630	0.2128201099
631	0.2127786753
632	0.2127504253
633	0.2127146061
634	0.2126833229
635	0.2126392161
636	0.2125155231
637	0.2124787572
638	0.2124510803
639	0.2124097704
640	0.2123223162
641	0.2122962618
642	0.2122599952
643	0.2122323148
644	0.2122025418
645	0.2121591942
646	0.2120981657
647	0.212050035
648	0.2120067459
649	0.211975093
650	0.2119413663
651	0.2118967595
652	0.2118607574
653	0.2118278797
654	0.2117895169
655	0.21175596
656	0.2117257064
657	0.2116899895
658	0.2116657848
659	0.211638301
660	0.2116120648
661	0.211571487
662	0.2115384352
663	0.2114992546
664	0.2114808328
665	0.2114507334
666	0.2114142308
667	0.211391556
668	0.2113621946
669	0.2113393877
670	0.211294108
671	0.2112633749
672	0.2112340938
673	0.2112023885
674	0.211170564
675	0.2111493948
676	0.2111177565
677	0.2110848987
678	0.2110496151
679	0.2110179169
680	0.2109884075
681	0.2109321535
682	0.2109027692
683	0.2108770758
684	0.2108211766
685	0.2107853751
686	0.2107394133
687	0.2107192696
688	0.2106957114
689	0.2106644295
690	0.2106393013
691	0.2106122771
692	0.2105820608
693	0.2105406301
694	0.2105113349
695	0.2104919294
696	0.210456027
697	0.2104266974
698	0.2103811865
699	0.2103454635
700	0.2103194298
701	0.2102846413
702	0.2102540036
703	0.2101778117
704	0.2100792969
705	0.2100438057
706	0.2100065914
707	0.2099813421
708	0.2099158806
709	0.2098832232
710	0.2097794482
711	0.2097510192
712	0.2097258736
713	0.2096958974
714	0.2096614831
715	0.2096330575
716	0.2095993772
717	0.2095693295
718	0.2095329018
719	0.2095001347
720	0.2094760552
721	0.2094586331
722	0.2094293296
723	0.2094083598
724	0.209378092
725	0.2092978885
726	0.2092664353
727	0.2092307506
728	0.2092056232
729	0.2091726049
730	0.209144203
731	0.2091114034
732	0.2090874093
733	0.2090555142
734	0.2090328404
735	0.2089962666
736	0.2089659739
737	0.2089322387
738	0.2089065089
739	0.208879092
740	0.2088421154
741	0.2088137648
742	0.2087928502
743	0.2087568501
744	0.2087253491
745	0.2086962712
746	0.2086667255
747	0.2086431437
748	0.2086124122
749	0.2085824642
750	0.2085540121
751	0.2085274744
752	0.2085000626
753	0.2084769053
754	0.2084497182
755	0.2084204688
756	0.2083840514
757	0.2083652175
758	0.2083344889
759	0.2082915907
760	0.2082626553
761	0.2082141377
762	0.2081949596
763	0.2081679421
764	0.208122564
765	0.2080860217
766	0.2080574118
767	0.2080430341
768	0.2080118952
769	0.2079711452
770	0.207951766
771	0.2079266798
772	0.2078980044
773	0.207865061
774	0.2078407833
775	0.2078210299
776	0.2078001264
777	0.2077707707
778	0.2077330585
779	0.2077044251
780	0.2076358225
781	0.2076057814
782	0.2075773639
783	0.2075513317
784	0.2075256953
785	0.2074966077
786	0.2074721031
787	0.2074384554
788	0.2074112281
789	0.2073925283
790	0.2073647705
791	0.2073302481
792	0.2072666289
793	0.2072334596
794	0.2072027851
795	0.2071381346
796	0.2071070823
797	0.2070768249
798	0.2070431048
799	0.2070221656
800	0.2069869535
801	0.206959037
802	0.2069204953
803	0.2068759445
804	0.2068313833
805	0.2067544818
806	0.2067278864
807	0.2067030633
808	0.2066694774
809	0.2066408956
810	0.2066156878
811	0.2065859372
812	0.2065557708
813	0.2065225329
814	0.2064504734
815	0.2064225862
816	0.2063987907
817	0.2063754146
818	0.2063559501
819	0.206317265
820	0.2062736277
821	0.2062475111
822	0.2062103683
823	0.2061849623
824	0.2061584186
825	0.2061031685
826	0.2060737233
827	0.2060600531
828	0.2060238827
829	0.2059960918
830	0.2059642668
831	0.2059369912
832	0.2059094846
833	0.2058822981
834	0.2058457812
835	0.2058255408
836	0.205789059
837	0.2057041265
838	0.2056828924
839	0.2056594472
840	0.205631368
841	0.2056058641
842	0.2055693882
843	0.2054907947
844	0.205440813
845	0.2053999141
846	0.2053703705
847	0.2053506055
848	0.2053343651
849	0.2053149313
850	0.205276405
851	0.2052554589
852	0.2052111078
853	0.2051537044
854	0.2050740151
855	0.2050447293
856	0.2050199489
857	0.2049904928
858	0.2049722916
859	0.2049447658
860	0.2049195326
861	0.20490248
862	0.2048736815
863	0.2048431368
864	0.2048139878
865	0.2047829131
866	0.2047468165
867	0.2047340765
868	0.204708346
869	0.2046817219
870	0.2046483926
871	0.2046198616
872	0.2045967138
873	0.2045795626
874	0.204552357
875	0.2045198077
876	0.2044990929
877	0.2044715997
878	0.2044423644
879	0.2044130495
880	0.2043874581
881	0.2043623357
882	0.2043305533
883	0.2043004354
884	0.2042668292
885	0.2042419583
886	0.2042186153
887	0.2041891721
888	0.204147158
889	0.2041199822
890	0.2040924947
891	0.2040648378
892	0.2040469267
893	0.2040100309
894	0.2039844958
895	0.2039034271
896	0.2038683083
897	0.2037940045
898	0.2037696605
899	0.2037507671
900	0.2036780824
901	0.2036525061
902	0.2036416381
903	0.203616891
904	0.2035893698
905	0.2035621878
906	0.2035363343
907	0.203510183
908	0.2034805377
909	0.2034577622
910	0.2034338018
911	0.203412435
912	0.2033841837
913	0.203351256
914	0.2033278666
915	0.2032997898
916	0.2032707878
917	0.2032468732
918	0.2032201147
919	0.203200637
920	0.203177389
921	0.203141093
922	0.2031126756
923	0.2030867025
924	0.2030588833
925	0.2030224761
926	0.2030083397
927	0.2029815126
928	0.2029508938
929	0.2029257245
930	0.2028998495
931	0.202873083
932	0.2028115456
933	0.2027874035
934	0.2027632196
935	0.2027301748
936	0.2027058206
937	0.2026753006
938	0.2026345335
939	0.2026221933
940	0.2025930378
941	0.2025602613
942	0.2025354531
943	0.2025122219
944	0.2024780018
945	0.2024471855
946	0.202427557
947	0.2023998458
948	0.2023789969
949	0.2023572374
950	0.2023328026
951	0.202315451
952	0.202287675
953	0.2022560239
954	0.2022372098
955	0.2022219366
956	0.2021989105
957	0.202172857
958	0.2021324057
959	0.2021040279
960	0.2020849059
961	0.2020561595
962	0.202034841
963	0.202007447
964	0.2019762277
965	0.2019595369
966	0.2019094334
967	0.2018895907
968	0.2018647189
969	0.2018332926
970	0.2018057418
971	0.2017767117
972	0.201749767
973	0.201731561
974	0.20169929
975	0.2016800563
976	0.2016178538
977	0.2015927351
978	0.2015702668
979	0.2015578754
980	0.2015154662
981	0.2014910922
982	0.2014736415
983	0.2014527293
984	0.2014220106
985	0.201403151
986	0.2013750694
987	0.2013486755
988	0.2013253957
989	0.2013027515
990	0.2012531203
991	0.2012350348
992	0.2012051689
993	0.2011773753
994	0.2011513019
995	0.20113078
996	0.2011144565
997	0.2010905214
998	0.2010666232
999	0.2010532881
1000	0.2010294624
1001	0.2010004672
1002	0.2009814048
1003	0.2009636061
1004	0.2009428612
1005	0.2008753218
1006	0.2008535946
1007	0.2008245665
1008	0.2007984825
1009	0.2007812622
1010	0.2007460564
1011	0.2006440435
1012	0.2006237339
1013	0.200594826
1014	0.2005399732
1015	0.2005149548
1016	0.2004904112
1017	0.2004694451
1018	0.2004451335
1019	0.2004171776
1020	0.2003951892
1021	0.2003634445
1022	0.2003359827
1023	0.2003237913
1024	0.2002854457
1025	0.2002601315
1026	0.2002324753
1027	0.2002098672
1028	0.2001760019
1029	0.200150961
1030	0.2001273051
1031	0.2001095914
1032	0.2000859113
1033	0.2000599148
1034	0.2000314256
1035	0.1999960883
1036	0.1999775871
1037	0.1999387515
1038	0.199913901
1039	0.1999015866
1040	0.1998704849
1041	0.1998497611
1042	0.1998225099
1043	0.1998037183
1044	0.1997899276
1045	0.1997438108
1046	0.1997233553
1047	0.1996991706
1048	0.1996768933
1049	0.1996606145
1050	0.1996356212
1051	0.1996065622
1052	0.1995840864
1053	0.1995596845
1054	0.1995321785
1055	0.1995028723
1056	0.1994822906
1057	0.19944587
1058	0.1994200258
1059	0.1993937056
1060	0.1993673209
1061	0.1993348943
1062	0.1993132108
1063	0.1992884353
1064	0.1992600123
1065	0.1992360058
1066	0.1992052315
1067	0.1991733134
1068	0.1991596339
1069	0.1991316321
1070	0.1991023643
1071	0.1990692441
1072	0.1990462435
1073	0.1990248605
1074	0.1990033319
1075	0.1989807401
1076	0.198955491
1077	0.1989427849
1078	0.1989239067
1079	0.1989070321
1080	0.1988788257
1081	0.1988607627
1082	0.1988399529
1083	0.1988154896
1084	0.1987937728
1085	0.1987589685
1086	0.1987400102
1087	0.198696827
1088	0.1986685211
1089	0.198637789
1090	0.1986160414
1091	0.198593738
1092	0.1985662963
1093	0.1985314543
1094	0.1985081063
1095	0.1984799552
1096	0.1984526553
1097	0.1984266485
1098	0.1984042529
1099	0.1983867995
1100	0.1983605814
1101	0.1983331389
1102	0.198317257
1103	0.1982986027
1104	0.1982730795
1105	0.1982401926
1106	0.1982116287
1107	0.1981841234
1108	0.1981531886
1109	0.1981134085
1110	0.19809037
1111	0.1980670619
1112	0.1980421703
1113	0.1980116362
1114	0.1979793019
1115	0.1979528807
1116	0.1978803738
1117	0.1978634061
1118	0.1978479168
1119	0.1978291043
1120	0.1978107982
1121	0.1977566779
1122	0.1977229237
1123	0.197700639
1124	0.1976804686
1125	0.1976480427
1126	0.1975913983
1127	0.1975670036
1128	0.1975400833
1129	0.1975091347
1130	0.1974849184
1131	0.1974604906
1132	0.1974458405
1133	0.1974250939
1134	0.1974017839
1135	0.1973759551
1136	0.1973506626
1137	0.1973227064
1138	0.1973000385
1139	0.1972752378
1140	0.1972518759
1141	0.1972310539
1142	0.1972078956
1143	0.1971843763
1144	0.1971035531
1145	0.1970826167
1146	0.19706127
1147	0.1970187266
1148	0.1969983484
1149	0.1969757072
1150	0.1969519894
1151	0.1969277989
1152	0.1969116554
1153	0.1968925263
1154	0.1968696575
1155	0.196849694
1156	0.1968329525
1157	0.1968124435
1158	0.1967903455
1159	0.1967477156
1160	0.1967221125
1161	0.1967025101
1162	0.1966864142
1163	0.1966708248
1164	0.1966506873
1165	0.1966261463
1166	0.1966082079
1167	0.196579853
1168	0.1965576851
1169	0.1965412815
1170	0.1965246265
1171	0.1965014745
1172	0.1964774133
1173	0.1964444451
1174	0.1964216834
1175	0.196400607
1176	0.1963813939
1177	0.1963620371
1178	0.1963325615
1179	0.1962807223
1180	0.1962559078
1181	0.1962382051
1182	0.1962065578
1183	0.1961883431
1184	0.1961695501
1185	0.1961583572
1186	0.1961385977
1187	0.1961233782
1188	0.1961005968
1189	0.1960795705
1190	0.1960618039
1191	0.1960360377
1192	0.196006811
1193	0.1959903472
1194	0.1959624293
1195	0.1959425172
1196	0.1959249197
1197	0.1958995804
1198	0.1958513909
1199	0.1958295933
1200	0.1957984745
1201	0.1957758901
1202	0.1957506926
1203	0.195719448
1204	0.1956915736
1205	0.1956694371
1206	0.1956154727
1207	0.1955989759
1208	0.1955763952
1209	0.1955523804
1210	0.1955249445
1211	0.1954975408
1212	0.1954780954
1213	0.1954562856
1214	0.1954358105
1215	0.1954210971
1216	0.1953908953
1217	0.1953659466
1218	0.1953400204
1219	0.1953149948
1220	0.1952885583
1221	0.1952726303
1222	0.1952487952
1223	0.1952178186
1224	0.1951955739
1225	0.1951688097
1226	0.1951378309
1227	0.1951113954
1228	0.1950912409
1229	0.1950695432
1230	0.195042994
1231	0.1950197531
1232	0.194997444
1233	0.1949799021
1234	0.1949555941
1235	0.1949324227
1236	0.1949129741
1237	0.1948961442
1238	0.1948687553
1239	0.1948440498
1240	0.1948202158
1241	0.1947996584
1242	0.1947729771
1243	0.1947446597
1244	0.1947184233
1245	0.1947018752
1246	0.1946726149
1247	0.1946446496
1248	0.1946225062
1249	0.1946010342
1250	0.1945786383
1251	0.194468161
1252	0.1944071034
1253	0.1943835671
1254	0.1943607517
1255	0.1943319566
1256	0.1943014695
1257	0.1942818455
1258	0.1942569907
1259	0.1942328209
1260	0.1942185421
1261	0.1941932161
1262	0.1941754838
1263	0.1941508446
1264	0.1941354292
1265	0.1941129848
1266	0.1940951562
1267	0.194071737
1268	0.1940428852
1269	0.1940274879
1270	0.1940017731
1271	0.1939809478
1272	0.1939609135
1273	0.1939433727
1274	0.1939114552
1275	0.1939000455
1276	0.1938834323
1277	0.1938588409
1278	0.193840753
1279	0.1938219373
1280	0.1937941886
1281	0.1937727623
1282	0.1937558544
1283	0.1937343473
1284	0.193708901
1285	0.1936897911
1286	0.1936668853
1287	0.1936393729
1288	0.1936178166
1289	0.1935997324
1290	0.1935803332
1291	0.1935643858
1292	0.1935353213
1293	0.1935183466
1294	0.1935054472
1295	0.1934859257
1296	0.1934604651
1297	0.1934296028
1298	0.1934011098
1299	0.1933849417
1300	0.1933611814
1301	0.1933399669
1302	0.1933190853
1303	0.1932995245
1304	0.1932841703
1305	0.1932056086
1306	0.1931857531
1307	0.1931583084
1308	0.1931384228
1309	0.1931275763
1310	0.1931007538
1311	0.1930744859
1312	0.1930538165
1313	0.1930246099
1314	0.1929996606
1315	0.1929469798
1316	0.1929184866
1317	0.1928729529
1318	0.1928478109
1319	0.1928221174
1320	0.1928036347
1321	0.1927829221
1322	0.1927586305
1323	0.1927237004
1324	0.1927090975
1325	0.1926894052
1326	0.1926573123
1327	0.1926362112
1328	0.1926075443
1329	0.1925853463
1330	0.1925696134
1331	0.1925411767
1332	0.1925245424
1333	0.1925077874
1334	0.1924889256
1335	0.1924627598
1336	0.1924375469
1337	0.1923919806
1338	0.1923663933
1339	0.1923210276
1340	0.1923043901
1341	0.1922865134
1342	0.1922688282
1343	0.1922471204
1344	0.1922258804
1345	0.1922060766
1346	0.1921852732
1347	0.1921695188
1348	0.1921592509
1349	0.1921403881
1350	0.1921171793
1351	0.1921008961
1352	0.1920759678
1353	0.1920626435
1354	0.1920469433
1355	0.1920243063
1356	0.1920040339
1357	0.1919791856
1358	0.1919368398
1359	0.1919161051
1360	0.1919018142
1361	0.1918880603
1362	0.1918690161
1363	0.1918533902
1364	0.1918313606
1365	0.1918163804
1366	0.1917969577
1367	0.1917794951
1368	0.1917230866
1369	0.1917047734
1370	0.1916857613
1371	0.1916617048
1372	0.1916384247
1373	0.1916087194
1374	0.1915928933
1375	0.1915719964
1376	0.1915540922
1377	0.1915366766
1378	0.19151357
1379	0.1914959101
1380	0.1914741426
1381	0.1914513661
1382	0.1914349396
1383	0.1914019555
1384	0.1913857262
1385	0.1913659615
1386	0.1913316064
1387	0.1913154789
1388	0.1912968739
1389	0.1912727339
1390	0.1912560427
1391	0.1912393802
1392	0.1912172262
1393	0.1911949987
1394	0.1911826927
1395	0.1911628544
1396	0.1911366777
1397	0.1911160848
1398	0.1911003175
1399	0.1910769016
1400	0.1910567521
1401	0.1910364547
1402	0.1910204973
1403	0.1910045908
1404	0.190988695
1405	0.1909723685
1406	0.190938775
1407	0.1909195856
1408	0.1908985772
1409	0.1908842743
1410	0.1908635943
1411	0.190841912
1412	0.1908232147
1413	0.190810228
1414	0.1907959993
1415	0.1907757872
1416	0.1907650081
1417	0.1907410772
1418	0.1907208407
1419	0.190705636
1420	0.1906843518
1421	0.1906594637
1422	0.1906409389
1423	0.1906207182
1424	0.1906039102
1425	0.1905836886
1426	0.1905623385
1427	0.1905388654
1428	0.1905196879
1429	0.1905013823
1430	0.1904874216
1431	0.1904653087
1432	0.1904444765
1433	0.1904197044
1434	0.1904056253
1435	0.1903923618
1436	0.1903728793
1437	0.1903587368
1438	0.1903438424
1439	0.1903148964
1440	0.1902856943
1441	0.1902682568
1442	0.1902520646
1443	0.1901945249
1444	0.1901793244
1445	0.190163275
1446	0.1901472298
1447	0.1901266945
1448	0.1901011057
1449	0.1900825137
1450	0.1900686636
1451	0.1900453767
1452	0.1900251886
1453	0.190006952
1454	0.189989826
1455	0.1899677274
1456	0.1899397793
1457	0.1899157582
1458	0.1898978999
1459	0.1898770025
1460	0.1898658373
1461	0.1898401049
1462	0.1898161419
1463	0.1897996696
1464	0.1897817806
1465	0.1897573197
1466	0.1897327952
1467	0.189715886
1468	0.1896927208
1469	0.1896703436
1470	0.1896517854
1471	0.1896327422
1472	0.1896177757
1473	0.1895982189
1474	0.1895683585
1475	0.1895357479
1476	0.1895122744
1477	0.1894930927
1478	0.1894713098
1479	0.1894566556
1480	0.1894282143
1481	0.1894059817
1482	0.1893650518
1483	0.1893446733
1484	0.1893286772
1485	0.1893066833
1486	0.1892840149
1487	0.1892603351
1488	0.1892416355
1489	0.1892242186
1490	0.1892071295
1491	0.1891917777
1492	0.189163247
1493	0.1891397292
1494	0.1891183904
1495	0.1890883947
1496	0.1890631915
1497	0.1890475634
1498	0.1890277538
1499	0.1890115358
1500	0.188983625
1501	0.188962557
1502	0.188941462
1503	0.1889264111
1504	0.1889085052
1505	0.1888812963
1506	0.1888668221
1507	0.1888476245
1508	0.1888229138
1509	0.1888083266
1510	0.188788056
1511	0.1887731332
